Temperature 	 Specific Heat 		 Error_s 		 Magnetisation  	 Susceptibility 	 Error_m 
1.00 		 1.328797 		 0.025786 		 -0.050070 		 8.964602E-02 		 1.030057E-03 
1.01 		 1.206667 		 0.025009 		 0.221760 		 4.573543E-02 		 6.502895E-04 
1.02 		 1.877757 		 0.036354 		 -0.212683 		 1.757393E-02 		 2.435884E-04 
1.03 		 1.310378 		 0.025462 		 -0.165359 		 2.399028E-02 		 4.638747E-04 
1.04 		 1.372732 		 0.027690 		 -0.115978 		 2.147427E-02 		 2.511041E-04 
1.05 		 1.509139 		 0.029876 		 0.166431 		 2.358254E-02 		 3.586351E-04 
1.06 		 1.478977 		 0.030327 		 0.058982 		 2.700974E-02 		 5.092010E-04 
1.07 		 1.322777 		 0.025412 		 -0.104523 		 1.261394E-02 		 1.928389E-04 
1.08 		 1.247980 		 0.024059 		 -0.057040 		 1.790481E-02 		 2.583453E-04 
1.09 		 1.407691 		 0.026775 		 0.017055 		 2.558494E-02 		 3.743090E-04 
1.10 		 1.445028 		 0.027629 		 0.188466 		 1.278240E-02 		 2.093396E-04 
1.11 		 1.318762 		 0.026224 		 0.029375 		 1.245396E-02 		 2.113654E-04 
1.12 		 1.346108 		 0.027220 		 0.019389 		 1.876329E-02 		 3.331502E-04 
1.13 		 1.356198 		 0.027157 		 0.042512 		 8.917209E-03 		 2.017891E-04 
1.14 		 1.273979 		 0.024376 		 0.006665 		 7.520971E-03 		 1.344164E-04 
1.15 		 1.268942 		 0.025364 		 -0.032206 		 1.389162E-02 		 2.360841E-04 
1.16 		 1.363933 		 0.026910 		 0.040433 		 6.738588E-03 		 1.255035E-04 
1.17 		 1.264579 		 0.025755 		 -0.004342 		 9.580850E-03 		 1.466649E-04 
1.18 		 1.098714 		 0.022601 		 -0.020520 		 7.442076E-03 		 1.424054E-04 
1.19 		 1.182843 		 0.024178 		 0.040664 		 1.042925E-02 		 1.867597E-04 
