Temperature 	 Specific Heat 		 Error_s 		 Magnetisation  	 Susceptibility 	 Error_m 
1.00 		 1.537720 		 0.021373 		 0.420853 		 1.706981E-02 		 2.044848E-04 
1.02 		 1.511130 		 0.021056 		 -0.225860 		 8.855308E-02 		 1.157421E-04 
1.04 		 1.746827 		 0.024468 		 -0.074327 		 1.990516E-02 		 2.351996E-04 
1.06 		 1.484240 		 0.020329 		 -0.056763 		 6.498333E-02 		 6.681457E-04 
1.08 		 1.326619 		 0.019396 		 -0.036490 		 3.597901E-02 		 3.416806E-04 
1.10 		 1.259916 		 0.017750 		 0.058251 		 2.168928E-02 		 2.514074E-04 
1.12 		 1.404999 		 0.020185 		 0.084306 		 1.367437E-02 		 1.593576E-04 
1.14 		 1.437328 		 0.020847 		 -0.050517 		 1.464547E-02 		 1.892524E-04 
1.16 		 1.372069 		 0.019903 		 0.016970 		 1.200436E-02 		 1.593599E-04 
1.18 		 1.218107 		 0.016971 		 0.016434 		 6.597038E-03 		 9.064923E-05 
